"","PRICE","TAVG","TMAX","TMIN","PRCPCUM","PRCPMAX","MAXDAYSNOPRCP","WINTER","SPRING","SUMMER","PAVG1","PMAX1","PMIN1","PAVG2","PMAX2","PMIN2","PAVG3","PMAX3","PMIN3","PAVG4","PMAX4","PMIN4"
"1894",4,22.13,40.4,-1.8,60.8,33.3,78,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1895",3,19.01,34.4,0.2,19.1,7.1,84,0,0,1,3,3,2.5,3,3,2.5,3,3,2.5,3,3,2.5
"1896",4,22.26,40.4,-0.4,60.8,33.3,78,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1897",3.5,19.08,34.4,0.2,19.1,7.1,84,0,0,1,3,3,2.5,3,3,2.5,3,3,2.5,3,3,2.5
"1898",4,22.38,40.4,-0.4,60.8,33.3,78,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1899",3.5,19.19,34.4,0.2,19.1,7.1,84,0,0,1,3.5,3.5,3,3,3,2.5,3,3,2.5,3,3,2.5
"1900",4,22.53,40.4,-0.4,54.7,33.3,78,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1901",3.5,19.32,34.4,0.2,16.8,7.1,84,0,0,1,3.5,3.5,3,3.5,3.5,3,3,3,2.5,3,3,2.5
"1902",4,22.66,40.4,-0.4,54.7,33.3,78,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1903",3.5,19.45,34.4,0.2,16.5,7.1,84,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3,3,2.5
"1904",4,22.97,40.4,-0.4,54.4,33.3,78,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1905",3.5,19.6,34.4,0.6,20.1,7.1,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1906",4,23.08,40.4,-0.4,54.4,33.3,93,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1907",3.5,19.65,34.4,0.6,32.8,7.1,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1908",4,23.16,40.4,-0.4,54.4,33.3,94,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1909",3.5,19.65,34.4,0.6,33.8,16.3,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1910",4,23.21,40.4,-0.4,54.4,33.3,95,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1911",3.5,19.75,34.4,0.6,33.8,16.3,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1912",4,23.28,40.4,-0.4,54.4,33.3,96,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1913",3.5,19.83,34.4,0.6,33.8,16.3,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1914",4,23.56,40.4,-0.4,85.9,33.3,31,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1915",3.5,20,34.4,0.6,32.3,16.3,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1916",4.5,23.65,40.4,-0.4,85.9,33.3,35,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1917",3.5,20.05,34.4,0.6,32.3,16.3,81,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1918",4.5,23.74,40.4,-0.4,86.2,33.3,35,0,0,1,4.5,4.5,4,4,4,3.5,4,4,3.5,4,4,3.5
"1919",3.5,20.13,34.4,0.6,32.3,16.3,116,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1920",4.5,23.78,40.4,-0.4,86.2,33.3,35,0,0,1,4.5,4.5,4,4.5,4.5,4,4,4,3.5,4,4,3.5
"1921",3.5,20.16,34.4,0.6,32.6,16.3,116,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1922",4.5,23.8,40.4,-0.4,89.2,33.3,35,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4,4,3.5
"1923",3.5,20.14,34.4,0.6,67.7,16.3,116,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1924",4.5,23.92,40.4,-0.4,94,33.3,35,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1925",3.5,20.24,34.4,3.3,86,35.4,116,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1926",5,23.96,40.4,-0.4,94,33.3,35,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1927",4,20.27,34.4,3.3,86,35.4,116,0,0,1,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1928",5,24.03,40.4,-0.4,94,33.3,35,0,0,1,5,5,4.5,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1929",4,20.29,34.4,3.3,86,35.4,116,0,0,1,4,4,3.5,3.5,3.5,3,3.5,3.5,3,3.5,3.5,3
"1930",5,24.05,40.4,-0.4,114.6,33.3,35,0,0,1,5,5,4.5,5,5,4.5,4.5,4.5,4,4.5,4.5,4
"1931",4,20.29,34.4,3.3,86,35.4,116,0,0,1,4,4,3.5,4,4,3.5,3.5,3.5,3,3.5,3.5,3
"1932",5,24.05,40.4,-0.4,119.9,33.3,35,0,0,1,5,5,4.5,5,5,4.5,5,5,4.5,4.5,4.5,4
"1933",4,20.28,34.4,3.3,86,35.4,116,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,3.5,3.5,3
"1934",5,24.25,40.4,-0.4,125.5,33.3,35,0,0,1,5,5,4.5,5,5,4.5,5,5,4.5,5,5,4.5
"1935",4,20.33,34.4,3.3,86,35.4,116,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1936",5.5,24.28,40.4,-0.4,125.5,33.3,35,0,0,1,5,5,4.5,5,5,4.5,5,5,4.5,5,5,4.5
"1937",4.5,20.36,34.4,3.3,86,35.4,116,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1938",5.5,24.34,40.4,-0.4,125.5,33.3,35,0,0,1,5.5,5.5,5,5,5,4.5,5,5,4.5,5,5,4.5
"1939",4.5,20.38,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4,4,3.5,4,4,3.5,4,4,3.5
"1940",5.5,24.37,40.4,-0.4,125.5,33.3,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5,5,4.5,5,5,4.5
"1941",4.5,20.41,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4.5,4.5,4,4,4,3.5,4,4,3.5
"1942",5.5,24.46,40.4,-0.4,127.3,33.3,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5,5,4.5
"1943",4.5,20.46,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4,4,3.5
"1944",5.5,24.56,40.4,-0.4,168.9,33.3,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1945",4.5,20.61,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1946",5.5,24.6,40.4,-0.4,168.9,33.3,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1947",4.5,20.64,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1948",5.5,24.61,40.4,-0.4,171.2,34,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1949",4.5,20.65,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1950",5.5,24.66,40.4,-0.4,172.2,34,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1951",4.5,20.66,34.4,3.3,86,35.4,116,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1952",5.5,24.71,40.4,-0.4,172.2,34,35,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1953",4.5,20.68,34.4,3.3,85,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1954",5.5,24.88,40.4,-0.4,172.2,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1955",4.5,20.85,34.4,3.3,85,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1956",5.5,24.94,40.4,-0.4,184.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1957",4.5,20.91,34.4,3.3,85,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1958",5.5,25.06,40.4,3.4,184.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1959",4.5,21.02,34.4,3.3,85,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1960",5.5,25.16,40.4,6.5,184.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1961",4.5,21.02,34.4,3.3,86,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1962",5.5,25.19,40.4,6.5,185.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1963",4.5,21.01,34.4,4.9,101,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1964",5.5,25.23,40.4,6.5,187.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1965",4.5,21.04,34.4,4.9,101.3,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1966",5.5,25.24,40.4,6.5,187.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1967",4.5,21.07,34.4,4.9,101.3,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1968",5.5,25.28,40.4,6.5,187.1,34,61,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1969",4.5,21.05,34.4,4.9,101.3,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1970",5.5,25.34,40.4,6.5,187.1,34,72,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1971",4.5,21.09,34.4,4.9,101.3,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1972",5.5,25.38,40.4,6.5,187.1,34,72,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1973",4.5,21.09,34.4,4.9,114,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1974",5.5,25.47,40.4,6.5,198.8,34,72,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1975",4.5,21.22,34.4,4.9,114,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1976",5,25.48,40.4,6.5,226,34,72,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1977",4,21.23,34.4,4.9,114,35.4,79,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1978",5,25.49,40.4,6.5,237.7,39.9,72,0,0,1,5,5,4.5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1979",4,21.25,34.4,5.1,141.4,35.4,79,0,0,1,4,4,3.5,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1980",5,25.5,40.4,8,237.7,39.9,72,0,0,1,5,5,4.5,5,5,4.5,5.5,5.5,5,5.5,5.5,5
"1981",4,21.24,34.4,5.1,141.4,35.4,79,0,0,1,4,4,3.5,4,4,3.5,4.5,4.5,4,4.5,4.5,4
"1982",5,25.5,40.4,8,237.7,39.9,72,0,0,1,5,5,4.5,5,5,4.5,5,5,4.5,5.5,5.5,5
"1983",4,21.26,34.4,5.9,141.4,35.4,79,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4.5,4.5,4
"1984",5,25.54,40.4,8,232.8,39.9,72,0,0,1,5,5,4.5,5,5,4.5,5,5,4.5,5,5,4.5
"1985",4,21.34,34.4,5.9,142.4,35.4,79,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1986",5.5,25.53,40.4,8,236.4,39.9,72,0,0,1,5,5,4.5,5,5,4.5,5,5,4.5,5,5,4.5
"1987",4.5,21.33,34.4,5.9,142.1,35.4,42,0,0,1,4,4,3.5,4,4,3.5,4,4,3.5,4,4,3.5
"1988",5.5,25.51,40.4,8,253.9,39.9,72,0,0,1,5.5,5.5,5,5,5,4.5,5,5,4.5,5,5,4.5
"1989",4.5,21.31,34.4,5.9,142.1,35.4,42,0,0,1,4.5,4.5,4,4,4,3.5,4,4,3.5,4,4,3.5
"1990",5,25.49,40.4,8,255.4,49.5,72,0,0,1,5.5,5.5,5,5.5,5.5,5,5,5,4.5,5,5,4.5
"1991",4.5,21.26,34.4,5.9,142.6,35.4,42,0,0,1,4.5,4.5,4,4.5,4.5,4,4,4,3.5,4,4,3.5
"1992",5.5,25.49,40.4,8,255.9,49.5,72,0,0,1,5,5.5,5,5.5,5.5,5,5.5,5.5,5,5,5,4.5
"1993",4.5,21.19,34.4,5.9,168.5,35.4,42,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4,4,3.5
"1994",5.5,25.53,40.4,8,255.9,49.5,72,0,0,1,5.5,5.5,5,5,5.5,5,5.5,5.5,5,5.5,5.5,5
"1995",4.5,21.11,34.4,5.9,170,35.4,59,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1996",6,25.58,40.4,9.3,255.9,49.5,72,0,0,1,5.5,5.5,5,5.5,5.5,5,5,5.5,5,5.5,5.5,5
"1997",4.5,21.1,34.4,5.9,171.8,35.4,59,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"1998",6,25.58,40.4,9.3,258.4,49.5,72,0,0,1,6,6,5.5,5.5,5.5,5,5.5,5.5,5,5,5.5,5
"1999",4.5,21.06,34.4,5.9,175.6,35.4,59,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"2000",6,25.6,40.4,9.3,258.4,49.5,72,0,0,1,6,6,5.5,6,6,5.5,5.5,5.5,5,5.5,5.5,5
"2001",4.5,21.05,34.4,5.9,180.9,35.4,59,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"2002",6,25.61,40.4,9.3,258.4,49.5,72,0,0,1,6,6,5.5,6,6,5.5,6,6,5.5,5.5,5.5,5
"2003",4.5,20.99,34.4,5.9,180.9,35.4,65,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"2004",6,25.62,40.4,9.3,262.2,49.5,72,0,0,1,6,6,5.5,6,6,5.5,6,6,5.5,6,6,5.5
"2005",4.5,20.95,34.4,5.9,180.9,35.4,65,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"2006",7,25.57,40.4,9.3,262.2,49.5,72,0,0,1,6,6,5.5,6,6,5.5,6,6,5.5,6,6,5.5
"2007",5.5,20.93,34.4,5.9,180.9,35.4,65,0,0,1,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"2008",7,25.52,40.4,9.3,262.2,49.5,72,0,0,1,7,7,6.5,6,6,5.5,6,6,5.5,6,6,5.5
"2009",5.5,20.91,34.4,5.9,180.9,35.4,65,0,0,1,5.5,5.5,5,4.5,4.5,4,4.5,4.5,4,4.5,4.5,4
"2010",7,25.46,40.4,9.3,262.2,49.5,72,0,0,1,7,7,6.5,7,7,6.5,6,6,5.5,6,6,5.5
"2011",5.5,20.9,34.4,5.9,180.9,35.4,65,0,0,1,5.5,5.5,5,5.5,5.5,5,4.5,4.5,4,4.5,4.5,4
"2012",7,25.41,40.4,9.3,262.2,49.5,72,0,0,1,7,7,6.5,7,7,6.5,7,7,6.5,6,6,5.5
"2013",5.5,20.87,34.4,5.9,182.9,35.4,65,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,4.5,4.5,4
"2014",7,25.19,40.4,5.4,262.5,49.5,72,0,0,1,7,7,6.5,7,7,6.5,7,7,6.5,7,7,6.5
"2015",5.5,20.8,34.4,5.9,212.6,35.4,42,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"2016",8,32.3,47.3,13.4,50,50,133,0,0,1,6.25,6.25,5.75,6.25,6.25,5.75,6.25,6.25,5.75,6.25,6.25,5.75
"2017",6,20.77,34.4,5.9,212.6,35.4,42,0,0,1,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"2018",8,32.36,47.3,13.4,50,50,132,0,0,1,8,8,7.5,6.25,6.25,5.75,6.25,6.25,5.75,6.25,6.25,5.75
"2019",6,20.72,34.4,5.9,212.6,35.4,42,0,0,1,6,6,5.5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"2020",8,32.41,47.3,13.4,50,50,131,0,0,1,8,8,7.5,8,8,7.5,6.25,6.25,5.75,6.25,6.25,5.75
"2021",6,20.62,33.3,5.9,212.6,35.4,42,0,0,1,6,6,5.5,6,6,5.5,5.5,5.5,5,5.5,5.5,5
"2022",8,32.45,47.3,13.4,50,50,130,0,0,0,8,8,7.5,8,8,7.5,8,8,7.5,6.25,6.25,5.75
"2023",6,20.58,33.3,5.9,212.6,35.4,42,0,0,0,6,6,5.5,6,6,5.5,6,6,5.5,5.5,5.5,5
"2024",8,32.63,47.3,13.4,50,50,127,0,0,0,8,8,7.5,8,8,7.5,8,8,7.5,8,8,7.5
"2025",6,20.61,33.3,5.9,212.1,35.4,42,0,0,0,6,6,5.5,6,6,5.5,6,6,5.5,6,6,5.5
"2026",7,32.68,47.3,13.4,50,50,126,0,0,0,8,8,7.5,8,8,7.5,8,8,7.5,8,8,7.5
"2027",5.5,20.59,33.3,5.9,212.1,35.4,42,0,0,0,6,6,5.5,6,6,5.5,6,6,5.5,6,6,5.5
"2028",7,32.71,47.3,13.4,50,50,125,0,0,0,7,7,6.5,8,8,7.5,8,8,7.5,8,8,7.5
"2029",5.5,20.57,33.3,5.9,212.1,35.4,84,0,0,0,5.5,5.5,5,6,6,5.5,6,6,5.5,6,6,5.5
"2030",7,32.72,47.3,13.4,50,50,124,0,0,0,7,7,6.5,7,7,6.5,8,8,7.5,8,8,7.5
"2031",5.5,20.58,33.3,5.9,212.1,35.4,84,0,0,0,5.5,5.5,5,5.5,5.5,5,6,6,5.5,6,6,5.5
"2032",7,32.71,47.3,13.4,50,50,123,0,0,0,7,7,6.5,7,7,6.5,7,7,6.5,8,8,7.5
"2033",5.5,20.53,33.3,5.9,212.1,35.4,84,0,0,0,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,6,6,5.5
"2034",7,32.71,47.3,13.4,50,50,120,0,0,0,7,7,6.5,7,7,6.5,7,7,6.5,7,7,6.5
"2035",5.5,20.44,33.3,7.9,214.4,35.4,84,0,0,0,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"2036",6.5,32.72,47.3,13.4,50,50,119,0,0,0,7,7,6.5,7,7,6.5,7,7,6.5,7,7,6.5
"2037",5,20.37,33.3,6.6,214.4,35.4,84,0,0,0,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"2038",6.5,32.74,47.3,13.4,50,50,118,0,0,0,6.5,6.5,6,7,7,6.5,7,7,6.5,7,7,6.5
"2039",5,20.31,33.3,6.6,214.4,35.4,84,0,0,0,5,5,4.5,5.5,5.5,5,5.5,5.5,5,5.5,5.5,5
"2040",6.5,32.74,47.3,13.4,50,50,117,0,0,0,6.5,6.5,6,6.5,6.5,6,7,7,6.5,7,7,6.5
"2041",5,20.26,33.3,6.6,214.4,35.4,84,0,0,0,5,5,4.5,5,5,4.5,5.5,5.5,5,5.5,5.5,5
"2042",5.5,32.7,47.3,13.4,50,50,116,0,0,0,6.5,6.5,6,6.5,6.5,6,6.5,6.5,6,7,7,6.5
"2043",4,20.5,38,8,234.3,51,86,0,0,0,5.75,5.75,5.25,5.75,5.75,5.25,5.75,5.75,5.25,6.25,6.25,5.75
"2044",5.5,32.65,47.3,13.4,50,50,113,0,0,0,5.5,6,5,6.5,6.5,6,6.5,6.5,6,6.5,6.5,6
"2045",4,20.42,38,8,234.3,51,97,0,0,0,4,4.5,3.5,5.75,5.75,5.25,5.75,5.75,5.25,5.75,5.75,5.25
"2046",5.5,32.65,47.3,13.4,50,50,112,0,0,0,5.5,6,5,5.5,6,5,6.5,6.5,6,6.5,6.5,6
"2047",4,20.39,38,8,234.3,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,5.75,5.75,5.25,5.75,5.75,5.25
"2048",5.5,32.61,47.3,13.4,50,50,111,0,0,0,5.5,6,5,5.5,6,5,5.5,6,5,6.5,6.5,6
"2049",4,20.36,38,8,234.3,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,5.75,5.75,5.25
"2050",5.5,32.56,47.3,13.4,50,50,139,0,0,0,5.5,6,5,5.5,6,5,5.5,6,5,5.5,6,5
"2051",4,20.34,38,8,234.3,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2052",5.5,32.55,47.3,13.4,50,50,139,0,0,0,5.5,6,5,5.5,6,5,5.5,6,5,5.5,6,5
"2053",4,20.35,38,8,227.2,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2054",5.5,32.49,47.3,11.1,50,50,139,0,0,0,5.5,6,5,5.5,6,5,5.5,6,5,5.5,6,5
"2055",4,20.28,38,8,225.1,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2056",5,32.46,47.3,11.1,50,50,138,0,0,0,5.5,6,5,5.5,6,5,5.5,6,5,5.5,6,5
"2057",4,20.24,38,8,225.1,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2058",5,32.43,47.3,11.1,50,50,137,0,0,0,5,5.5,4.5,5.5,6,5,5.5,6,5,5.5,6,5
"2059",4,20.18,38,8,225.1,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2060",5,32.37,47.3,11.1,50,50,136,0,0,0,5,5.5,4.5,5,5.5,4.5,5.5,6,5,5.5,6,5
"2061",4,20.13,38,8,225.1,51,97,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2062",5,32.28,47.3,11.1,50,50,135,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5.5,6,5
"2063",4,20.09,36,8,225.1,51,109,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2064",5,32.16,47.3,11.1,50,50,132,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2065",4,20.06,36,8,227.7,51,112,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2066",6,32.1,47.3,11.1,50,50,139,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2067",5,20.02,36,8,227.7,51,112,0,0,0,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2068",6,32.05,47.3,11.1,50,50,139,0,0,0,6,6.5,5.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2069",5,20,36,8,227.7,51,112,0,0,0,5,5.5,4.5,4,4.5,3.5,4,4.5,3.5,4,4.5,3.5
"2070",6,32.02,47.3,11.1,50,50,138,0,0,0,6,6.5,5.5,6,6.5,5.5,5,5.5,4.5,5,5.5,4.5
"2071",5,19.96,36,8,227.7,51,114,0,0,0,5,5.5,4.5,5,5.5,4.5,4,4.5,3.5,4,4.5,3.5
"2072",6,31.94,47.3,11.1,50,50,139,0,0,0,6,6.5,5.5,6,6.5,5.5,6,6.5,5.5,5,5.5,4.5
"2073",5,19.96,36,8,222.1,51,115,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,4,4.5,3.5
"2074",6,31.76,47.3,11.1,50,50,139,0,0,0,6,6.5,5.5,6,6.5,5.5,6,6.5,5.5,6,6.5,5.5
"2075",5,19.85,36,8,222.1,51,119,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2076",6,31.69,47.3,11.1,50,50,139,0,0,0,6,6.5,5.5,6,6.5,5.5,6,6.5,5.5,6,6.5,5.5
"2077",5,19.78,35.4,8,231.5,51,119,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2078",6.5,19.73,35.4,8,236.8,51,119,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2079",5,19.31,30.7,6.6,203,35.4,108,0,0,0,5.5,6,5,5.5,6,5,5.5,6,5,5.5,6,5
"2080",6.5,19.68,35.4,8,237.1,51,119,0,0,0,6.5,7,6,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5
"2081",5,19.22,30.7,6.6,203,35.4,108,0,0,0,5,5.5,4.5,5.5,6,5,5.5,6,5,5.5,6,5
"2082",6.5,19.55,34,7.5,235.4,51,119,0,0,0,6.5,7,6,6.5,7,6,5,5.5,4.5,5.5,6,5
"2083",5,19.15,29.5,6.6,203,35.4,108,0,0,0,5,5.5,4.5,5,5.5,4.5,5.75,6.25,5.25,5.5,6,5
"2084",7,19.5,34,7.5,235.4,51,139,0,0,0,6.5,7,6,6.5,7,6,6.5,7,6,5.75,6.25,5.25
"2085",5.5,19.15,29.5,6.6,203,35.4,108,0,0,0,5,5.5,4.5,5,5.5,4.5,5,5.5,4.5,5.75,6.25,5.25
"2086",7,19.49,34,7.5,232.4,51,138,0,0,0,7,7.5,6.5,6.5,7,6,6.5,7,6,5.75,6.25,5.25
"2087",5.5,19.15,29.5,6.6,203,35.4,108,0,0,0,5.5,6,5,5,5.5,4.5,5,5.5,4.5,5.75,6.25,5.25
"2088",7,19.46,34,7.5,232.4,51,137,0,0,0,7,7.5,6.5,7,7.5,6.5,6.5,7,6,6.5,7,6
"2089",5.5,19.15,29.5,6.6,203,35.4,108,0,0,0,5.5,6,5,5.5,6,5,5,5.5,4.5,5,5.5,4.5
